url,product_id,ref,main_title,description,full_path,color,current_price,previous_price,available_sizes,all_sizes,images,outlet_color,excluweb_color,material,brand,discounted,Category,Color,Material
['https://www.luisaviaroma.com/en-us/p/max-mara/women/81I-CD5043?ColorId=MDE20&lvrid=_p_dLCG_gw'],81I-CD5043,81I-CD5043,lari striped rib wool sweater,crewneck button details at shoulder all over pattern placement may vary model is wearing a size s,"[['women', 'MAX MARA']]",white/blue_016,375.0,375.0,"['XS', 'S', 'M', 'L', 'XL', 'XXL']","['M', 'XS', 'XXL', 'XL', 'S', 'L']","['https://images.lvrcdn.com/c/2024/07/23/ffaea318-49c9-4404-85a5-638ad6d6261a/f67b980b-a5c9-4141-8739-9db7e07a92e020240724142400.JPG', 'https://images.lvrcdn.com/c/2024/07/23/96030860-af37-46cb-ab2e-9f793b255ac5/c48299fd-f94d-4a47-aa88-9d0a9b4cdd5c20240724084952.JPG', 'https://images.lvrcdn.com/c/2024/07/23/96030860-af37-46cb-ab2e-9f793b255ac5/9e90ed27-2542-4d98-a6d7-79e2e071ade120240724084954.JPG', 'https://images.lvrcdn.com/c/2024/07/23/ffaea318-49c9-4404-85a5-638ad6d6261a/5a0ea711-e4b5-4020-b116-1087fa5273f720240724142356.JPG', 'https://images.lvrcdn.com/c/2024/07/23/ffaea318-49c9-4404-85a5-638ad6d6261a/fedec167-da38-4fb7-9c6a-eea1ddb0ba4720240724142353.JPG']",False,False,100% Virgin Wool,max mara,False,Sweater,White/Blue,Virgin Wool
['https://www.luisaviaroma.com/en-us/p/s-max-mara/women/81I-5K2009?ColorId=MDMz0&lvrid=_p_d5K2_gw'],81I-5K2009,81I-5K2009,cardy wool double breasted short coat,front button closure model is wearing a size 42,"[['women', ""'S MAX MARA""]]",camel_033,1390.0,1390.0,"['34 IT', '36 IT', '38 IT', '40 IT', '42 IT', '44 IT', '46 IT', '48 IT', '50 IT']","['48 IT', '42 IT', '36 IT', '46 IT', '38 IT', '34 IT', '40 IT', '50 IT', '44 IT']","['https://images.lvrcdn.com/c/2025/01/15/0a4c5427-fc93-4474-97ba-cabf78055f38/b2d0da7f-aefc-4863-b4cc-38f2b3adead920250116140814.JPG', 'https://images.lvrcdn.com/c/2025/01/17/61e01d8f-aa71-4d47-904a-054c265b3841/da889bc5-eac3-41e3-8fbb-5ceec907440120250120142137.JPG', 'https://images.lvrcdn.com/c/2025/01/17/61e01d8f-aa71-4d47-904a-054c265b3841/14f29090-e56f-4774-9885-ff1a3a924e1c20250120141659.JPG', 'https://images.lvrcdn.com/c/2025/01/17/61e01d8f-aa71-4d47-904a-054c265b3841/f4c7acb2-d203-4563-a55f-cfa81146b4d420250120142134.JPG', 'https://images.lvrcdn.com/c/2025/01/15/0a4c5427-fc93-4474-97ba-cabf78055f38/f4def3ba-99b8-42aa-b4da-a1e923727c9c20250116140808.JPG', 'https://images.lvrcdn.com/c/2025/01/15/0a4c5427-fc93-4474-97ba-cabf78055f38/78655c15-aef0-4c8f-bf3f-0368ea988f2720250116140811.JPG']",False,False,100% Virgin Wool,'s max mara,False,Coat,Camel,Virgin Wool
['https://www.luisaviaroma.com/en-us/p/s-max-mara/women/81I-5K2015?ColorId=MDAy0&lvrid=_p_d5K2_gw'],81I-5K2015,81I-5K2015,unito denim korean collar shirt,concealed front button closure stonewashed coloring may vary one breast pocket model is wearing a size 42,"[['women', ""'S MAX MARA""]]",blue_002,465.0,465.0,"['34 IT', '36 IT', '38 IT', '40 IT', '42 IT', '44 IT', '46 IT', '48 IT', '50 IT']","['48 IT', '42 IT', '36 IT', '46 IT', '38 IT', '34 IT', '40 IT', '50 IT', '44 IT']","['https://images.lvrcdn.com/c/2024/07/25/ff665b52-0ffd-4184-b35f-5acca74cc759/3e5d8bff-568e-49b5-a276-52b7323b650a20240726110126.JPG', 'https://images.lvrcdn.com/c/2024/07/25/5bbb7cf4-bc29-4280-a91c-176947bff7f2/5293adce-c612-4fe2-b10e-17c0ca40df9520240726100635.JPG', 'https://images.lvrcdn.com/c/2024/07/25/5bbb7cf4-bc29-4280-a91c-176947bff7f2/fac98f98-56f3-4695-977a-d95ae18486f420240726100632.JPG', 'https://images.lvrcdn.com/c/2024/07/25/ff665b52-0ffd-4184-b35f-5acca74cc759/0f93ddc5-086e-4c92-a84e-6959734f81f020240726110129.JPG', 'https://images.lvrcdn.com/c/2024/07/25/ff665b52-0ffd-4184-b35f-5acca74cc759/2d692d75-4614-4bb6-be34-cce1c265c52b20240726110123.JPG']",False,False,100% Cotton,'s max mara,False,Shirt,Blue,Cotton
['https://www.luisaviaroma.com/en-us/p/max-mara/women/81I-CD5054?ColorId=MDAy0&lvrid=_p_dLCG_gw'],81I-CD5054,81I-CD5054,talamo milano stitch jacket,concealed front button closure two breast pockets model is wearing a size 40 made in italy,"[['women', 'MAX MARA']]",red_002,810.0,810.0,"['36 IT', '38 IT', '40 IT', '42 IT', '44 IT', '46 IT']","['42 IT', '36 IT', '46 IT', '38 IT', '40 IT', '44 IT']","['https://images.lvrcdn.com/c/2024/07/23/67e901eb-0179-4c16-b6ba-78934ad14178/9367e2b6-9c22-4c87-9824-1940386b8bd220240724142309.JPG', 'https://images.lvrcdn.com/c/2024/07/23/ed608ca5-650e-4ca0-afe2-61d7099550f1/f417c892-317c-4307-92e2-4b3aed16534320240724084927.JPG', 'https://images.lvrcdn.com/c/2024/07/23/ed608ca5-650e-4ca0-afe2-61d7099550f1/b7c94360-ff89-44c5-b669-8d5d35761f6320240724084929.JPG', 'https://images.lvrcdn.com/c/2024/07/23/67e901eb-0179-4c16-b6ba-78934ad14178/7a59ac31-c11a-4946-ab1d-6959c080357720240724142306.JPG', 'https://images.lvrcdn.com/c/2024/07/23/67e901eb-0179-4c16-b6ba-78934ad14178/ae4d56d9-bdc3-47b4-aede-35c9ea3974c820240724142302.JPG']",False,False,"Main: 58% Wool, 20% Polyamide, 19% Lyocell, 3% Elastane, Lining: 59% Viscose, 38% Cotton, 3% Elastane",max mara,False,Jacket,Red,"Wool, Polyamide, Lyocell, Elastane, Viscose, Cotton"
['https://www.luisaviaroma.com/en-us/p/max-mara/women/80I-X6O008?ColorId=MDAx0&lvrid=_p_dLCG_gw'],80I-X6O008,80I-X6O008,activegreen leather sneakers,leather upper front lace-up closure logo details faux leather lining and insole rubber sole fits true to size,"[['women', 'MAX MARA']]",white_001,318.0,795.0,['36 IT'],['36 IT'],"['https://images.lvrcdn.com/c/2024/01/17/b8668f32-ba99-4066-9aee-ebbba46e52ad/d88865a3-df17-4765-9d5a-259c892191ef20240118132433.JPG', 'https://images.lvrcdn.com/c/2024/01/18/934844f6-eac9-487f-84b7-21f57e71b4e7/0bdd3bf1-9d81-433d-ba75-2c8ac254784420240123134613.JPG', 'https://images.lvrcdn.com/c/2024/01/17/b8668f32-ba99-4066-9aee-ebbba46e52ad/2b40f694-a2b6-4fb0-9cb8-c9de9df41aa520240118132442.JPG', 'https://images.lvrcdn.com/c/2024/01/17/b8668f32-ba99-4066-9aee-ebbba46e52ad/e85db320-392e-4cf7-ae05-35c062a547db20240118132428.JPG', 'https://images.lvrcdn.com/c/2024/01/17/b8668f32-ba99-4066-9aee-ebbba46e52ad/6ce0851c-b962-4e9e-9ff9-d37a1edbc19120240118132438.JPG', 'https://images.lvrcdn.com/c/2024/01/17/b8668f32-ba99-4066-9aee-ebbba46e52ad/01905d4b-adee-42d4-99e0-844aed3b6e9d20240119141603.JPG']",False,False,100% Calf,max mara,True,Sneakers,White,Calf
['https://www.luisaviaroma.com/en-us/p/sportmax/women/81I-50S011?ColorId=MDA10&lvrid=_p_dMA3_gw'],81I-50S011,81I-50S011,album1234 sheer & knit 2-piece skirt,elastic waistband model is wearing a size s made in italy,"[['women', 'SPORTMAX']]",black_005,925.0,925.0,"['XS', 'S', 'M', 'L']","['M', 'XS', 'S', 'L']","['https://images.lvrcdn.com/c/2024/11/05/e34bf717-b093-4f93-8797-a17fc10bf487/0dac3506-5f54-4546-b9b2-8117e8700c0020241106134957.JPG', 'https://images.lvrcdn.com/c/2024/11/05/b7bc0244-85e9-49c3-8625-8ee71130e845/508498ac-fcb9-4280-945a-61c8cd257d8f20241106113657.JPG', 'https://images.lvrcdn.com/c/2024/11/05/b7bc0244-85e9-49c3-8625-8ee71130e845/2394f6b8-bc79-49dd-b091-a1b6835052b920241106113642.JPG', 'https://images.lvrcdn.com/c/2024/11/05/e34bf717-b093-4f93-8797-a17fc10bf487/e7fe37da-5fd7-4c38-9c8c-858a3f94223820241106134952.JPG', 'https://images.lvrcdn.com/c/2024/11/05/e34bf717-b093-4f93-8797-a17fc10bf487/d35e11fb-07c5-4578-995e-cc1192e8719120241106134954.JPG']",False,False,"Main 1: 70% Polyamide, 30% Polyester, Main 2: 87% Polyamide, 13% Elastane",sportmax,False,Skirt,Black,"Polyamide, Polyester"
['https://www.luisaviaroma.com/en-us/p/max-mara/women/79I-50R017?ColorId=MDAx0&lvrid=_p_dLCG_gw'],79I-50R017,79I-50R017,cotton & silk striped shirt,length: 75cm front lace-up closure at collar button cuffs all over print placement may vary model is wearing a size 42 made in italy,"[['women', 'MAX MARA']]",white/black_001,268.0,895.0,"['40 IT', '42 IT', '44 IT', '46 IT']","['42 IT', '44 IT', '40 IT', '46 IT']","['https://images.lvrcdn.com/c/p/79I/50R/017/22602fbc-0ad3-4aab-8b18-b190df5682f220231221074728.JPG', 'https://images.lvrcdn.com/c/p/79I/50R/017/0a8a33ec-f6a9-41b5-a74e-2ce1b235030e.JPG', 'https://images.lvrcdn.com/c/p/79I/50R/017/37d63cb1-de41-4be3-888a-5e1f789dd6d1.JPG', 'https://images.lvrcdn.com/c/p/79I/50R/017/43f4ea85-6bbb-451c-9dc2-6617a7ee1c5220231221074732.JPG', 'https://images.lvrcdn.com/c/p/79I/50R/017/353a42e4-8125-4d5f-8088-44b3159cde6820231221074732.JPG']",False,False,"80% Cotton, 20% Silk",max mara,True,Shirt,White/Black,"Cotton, Silk"
['https://www.luisaviaroma.com/en-us/p/max-mara/women/80I-CD5070?ColorId=MDE20&lvrid=_p_dLCG_gw'],80I-CD5070,80I-CD5070,cipria printed jersey t-shirt,printed front panel model is wearing a size s,"[['women', 'MAX MARA']]",white/camel_016,142.0,475.0,"['S', 'M']","['M', 'S']","['https://images.lvrcdn.com/c/2023/12/28/0fd5a07f-138a-4870-b1ad-ab9891e70d95/df1c83be-3e26-4f36-a35c-1a772c4c4d7820240112123122.JPG', 'https://images.lvrcdn.com/c/2024/07/19/7ce0f67d-92ff-4683-932b-66189a61c09b/38d3f271-ebb0-4793-a1a6-82e9b4b5694820240722080628.JPG', 'https://images.lvrcdn.com/c/2024/07/19/7ce0f67d-92ff-4683-932b-66189a61c09b/a148aa22-57d4-49a7-9b8e-7371383c3c1520240722080624.JPG', 'https://images.lvrcdn.com/c/2023/12/28/0fd5a07f-138a-4870-b1ad-ab9891e70d95/5c727b71-0500-47f5-a3dc-498b753e12ae20240112123132.JPG', 'https://images.lvrcdn.com/c/2023/12/28/0fd5a07f-138a-4870-b1ad-ab9891e70d95/7d6a34cc-6823-49c7-98ea-f1a39e2bc5c820240112123127.JPG']",False,False,100% Cotton,max mara,True,T-Shirt,White/Camel,Cotton
['https://www.luisaviaroma.com/en-us/p/max-mara/women/80I-CD5074?ColorId=MDA10&lvrid=_p_dLCG_gw'],80I-CD5074,80I-CD5074,comica long sleeved jersey midi dress,pull on micro-perforated details model is wearing a size s,"[['women', 'MAX MARA']]",black_005,280.0,935.0,"['XS', 'S', 'M', 'L', 'XL']","['M', 'XS', 'XL', 'S', 'L']","['https://images.lvrcdn.com/c/2024/06/03/96fbf590-8f59-4742-9c94-9929892c2720/204439dd-24d4-48d2-87da-357ab4ffde1a20240604151218.JPG', 'https://images.lvrcdn.com/c/2024/06/05/959e352a-0d7d-426c-a3a9-e234868e72ed/e3e5d177-09b8-46b5-b315-c84208d60b3720240606093644.JPG', 'https://images.lvrcdn.com/c/2024/06/05/959e352a-0d7d-426c-a3a9-e234868e72ed/b2ca03b4-288a-4b95-abe5-c38877a3a62020240606093646.JPG', 'https://images.lvrcdn.com/c/2024/06/03/96fbf590-8f59-4742-9c94-9929892c2720/cbad227d-33a2-49e0-90f6-23bcf9f90f2620240604151212.JPG', 'https://images.lvrcdn.com/c/2024/06/03/96fbf590-8f59-4742-9c94-9929892c2720/44bce084-a903-4464-8c29-fd69c4452a8c20240604151215.JPG']",False,False,"62% Viscose, 38% Polyester",max mara,True,Dress,Black,"Viscose, Polyester"
['https://www.luisaviaroma.com/en-us/p/max-mara/women/81I-AIO009?ColorId=MDAx0&lvrid=_p_dLCG_gw'],81I-AIO009,81I-AIO009,archetipo 06 leather shoulder bag,height: 20cm width: 34cm depth: 18cm strap drop: 30cm fixed strap front flap closure logo detail made in italy,"[['women', 'MAX MARA']]",black_001,1352.0,1352.0,['Unique'],['Unique'],"['https://images.lvrcdn.com/c/2024/07/23/54a1e139-536c-4f44-bbba-128e5bb18406/769456af-1979-4127-a370-dfed434f2a5220240724121036.JPG', 'https://images.lvrcdn.com/c/2024/07/23/b626bda2-e7d5-4214-b331-ac39ebc657b7/35c297ba-7d15-4168-9a0a-c046de19611720240724081326.JPG', 'https://images.lvrcdn.com/c/2024/07/23/54a1e139-536c-4f44-bbba-128e5bb18406/db695789-ae52-4a2c-8a51-7cfa44e6cf5e20240724121026.JPG', 'https://images.lvrcdn.com/c/2024/07/23/54a1e139-536c-4f44-bbba-128e5bb18406/002e885e-e560-4e3a-8306-8d9b0b3d222b20240724121033.JPG', 'https://images.lvrcdn.com/c/2024/07/23/54a1e139-536c-4f44-bbba-128e5bb18406/6879fd0a-9304-4999-9c02-fa7c5240f91120240724121029.JPG', 'https://images.lvrcdn.com/c/2024/07/23/54a1e139-536c-4f44-bbba-128e5bb18406/00bff43f-1810-4380-9b36-d4c91cdc2e4d20240724121039.JPG']",False,False,100% Calf,max mara,False,Shoulder Bag,Black,Calf
